ticket_id,created_date,category,priority,status,resolution_hours,agent,satisfaction_1to5
T5803,2023-07-01,Email,High,Resolved,6.9,Agent E,5.0
T5804,2023-07-18,Software,Low,Open,29.0,Agent E,
T5805,2023-11-09,Email,Medium,Resolved,27.0,Agent D,3.0
T5806,2023-07-10,Software,Low,Resolved,50.6,Agent E,1.0
T5807,2024-01-10,Hardware,High,Resolved,11.4,Agent B,1.0
T5808,2023-09-11,Email,Critical,Resolved,3.2,Agent D,1.0
T5809,2023-07-01,Network,Critical,Escalated,2.7,Agent E,
T5810,2023-07-05,Software,High,Open,0.5,Agent B,
T5811,2024-02-26,Network,Medium,Resolved,15.7,Agent E,2.0
T5812,2023-09-07,Hardware,High,Resolved,10.1,Agent E,1.0
T5813,2024-06-02,Network,High,Resolved,5.0,Agent E,4.0
T5814,2024-05-02,Access,High,Open,3.9,Agent A,
T5815,2024-02-19,Access,Low,Resolved,68.1,Agent A,2.0
T5816,2024-06-11,Email,Critical,Open,2.4,Agent E,
T5817,2024-03-11,Email,Critical,Resolved,0.8,Agent A,2.0
T5818,2024-02-17,Hardware,Medium,Resolved,10.7,Agent C,3.0
T5819,2023-11-02,Hardware,Critical,Resolved,0.5,Agent C,2.0
T5820,2024-02-01,Hardware,Critical,Resolved,0.5,Agent A,5.0
T5821,2024-03-02,Hardware,Critical,Open,1.7,Agent C,
T5822,2023-08-19,Software,Low,Resolved,23.3,Agent C,2.0
T5823,2024-02-11,Network,Medium,Open,26.9,Agent E,
T5824,2023-08-22,Email,Critical,Resolved,2.9,Agent C,4.0
T5825,2024-03-14,Access,High,Resolved,9.0,Agent D,5.0
T5826,2023-09-20,Hardware,Low,Resolved,48.0,Agent B,3.0
T5827,2023-08-24,Security,High,Resolved,8.2,Agent E,2.0
T5828,2024-02-08,Security,Medium,Resolved,16.1,Agent D,1.0
T5829,2024-01-04,Software,High,Resolved,12.4,Agent A,5.0
T5830,2024-06-14,Access,Critical,Resolved,2.0,Agent A,4.0
T5831,2023-10-31,Hardware,Medium,Resolved,28.5,Agent D,3.0
T5832,2023-12-05,Security,Low,Resolved,58.9,Agent C,1.0
T5833,2023-12-03,Email,Medium,Escalated,29.1,Agent A,
T5834,2023-10-31,Security,Medium,Open,25.7,Agent C,
T5835,2024-05-26,Network,Medium,Resolved,5.9,Agent B,3.0
T5836,2023-11-01,Access,Medium,Resolved,20.2,Agent A,2.0
T5837,2023-10-15,Software,Medium,Open,24.5,Agent E,
T5838,2023-11-30,Network,Low,Resolved,38.8,Agent E,3.0
T5839,2023-08-16,Email,Critical,Resolved,2.1,Agent D,5.0
T5840,2023-07-15,Access,High,Resolved,9.6,Agent D,5.0
T5841,2023-07-10,Software,Critical,Resolved,2.0,Agent E,1.0
T5842,2024-05-03,Software,High,Resolved,9.6,Agent A,4.0
T5843,2024-01-12,Email,High,Resolved,6.3,Agent B,3.0
T5844,2024-06-19,Software,Critical,Resolved,0.5,Agent C,4.0
T5845,2023-11-24,Email,High,Resolved,8.5,Agent D,4.0
T5846,2023-07-25,Email,High,Resolved,8.2,Agent A,3.0
T5847,2024-05-20,Network,Critical,Escalated,2.9,Agent B,
T5848,2023-10-14,Access,High,Escalated,8.9,Agent D,
T5849,2023-09-11,Email,Medium,Resolved,32.5,Agent A,1.0
T5850,2024-05-27,Network,Medium,Resolved,37.0,Agent C,1.0
T5851,2024-04-28,Access,High,Resolved,8.6,Agent C,1.0
T5852,2023-08-18,Access,Medium,Resolved,21.1,Agent B,1.0
T5853,2023-10-24,Network,Medium,Resolved,30.0,Agent C,3.0
T5854,2023-12-28,Network,Medium,Resolved,35.8,Agent E,5.0
T5855,2023-09-01,Hardware,Critical,Resolved,1.9,Agent E,5.0
T5856,2023-10-26,Hardware,Medium,Resolved,9.8,Agent A,2.0
T5857,2023-07-28,Software,Low,Resolved,17.0,Agent A,4.0
T5858,2024-01-19,Software,Low,Resolved,41.9,Agent D,2.0
T5859,2023-12-24,Hardware,High,Resolved,4.4,Agent E,1.0
T5860,2024-06-23,Security,Low,Resolved,45.4,Agent C,4.0
T5861,2023-12-15,Security,Medium,Resolved,2.8,Agent B,2.0
T5862,2024-02-16,Software,Medium,Resolved,7.8,Agent A,5.0
T5863,2023-11-25,Network,High,Resolved,9.3,Agent D,5.0
T5864,2023-11-01,Access,Low,Resolved,40.4,Agent D,5.0
T5865,2023-08-29,Hardware,High,Resolved,7.9,Agent D,1.0
T5866,2023-09-07,Network,Low,Escalated,72.4,Agent A,
T5867,2024-05-28,Access,Critical,Resolved,1.7,Agent C,3.0
T5868,2023-12-08,Email,Medium,Resolved,27.2,Agent C,2.0
T5869,2023-12-21,Network,Medium,Resolved,34.0,Agent B,3.0
T5870,2024-04-27,Software,Low,Resolved,41.8,Agent A,5.0
T5871,2023-09-25,Software,High,Resolved,9.9,Agent E,1.0
T5872,2023-10-05,Hardware,Critical,Resolved,1.8,Agent E,3.0
T5873,2023-08-27,Hardware,Low,Resolved,43.7,Agent B,4.0
T5874,2023-12-09,Software,Low,Resolved,34.6,Agent C,5.0
T5875,2023-08-16,Software,Low,Open,43.7,Agent E,
T5876,2024-05-29,Access,Critical,Resolved,1.2,Agent A,5.0
T5877,2024-01-30,Software,Low,Resolved,32.2,Agent E,5.0
T5878,2024-04-21,Software,Low,Resolved,57.8,Agent B,2.0
T5879,2023-07-12,Software,Low,Resolved,47.6,Agent C,4.0
T5880,2024-06-11,Hardware,High,Resolved,5.3,Agent D,4.0
T5881,2023-12-30,Network,Low,Resolved,30.1,Agent D,3.0
T5882,2023-11-30,Software,Medium,Resolved,34.4,Agent D,2.0
T5883,2023-07-26,Network,Low,Resolved,63.7,Agent D,4.0
T5884,2024-04-25,Software,Low,Resolved,31.7,Agent B,2.0
T5885,2024-05-15,Security,Low,Resolved,38.0,Agent A,3.0
T5886,2023-10-17,Network,Low,Resolved,68.1,Agent B,1.0
T5887,2023-08-22,Email,Critical,Resolved,0.9,Agent B,3.0
T5888,2024-04-24,Access,High,Resolved,10.3,Agent A,3.0
T5889,2023-09-23,Software,Critical,Resolved,2.3,Agent B,1.0
T5890,2023-12-11,Security,Critical,Resolved,0.9,Agent D,5.0
T5891,2024-04-03,Hardware,High,Escalated,10.0,Agent C,
T5892,2024-06-22,Software,High,Resolved,7.1,Agent C,3.0
T5893,2023-11-04,Software,Low,Resolved,100.0,Agent D,5.0
T5894,2024-02-03,Hardware,Medium,Resolved,24.4,Agent A,1.0
T5895,2023-12-27,Email,Medium,Escalated,27.3,Agent A,
T5896,2023-08-10,Access,Critical,Resolved,1.1,Agent A,2.0
T5897,2024-06-02,Security,Critical,Resolved,3.4,Agent D,2.0
T5898,2024-01-26,Network,Low,Open,51.5,Agent D,
T5899,2023-12-23,Software,Medium,Resolved,45.2,Agent D,2.0
T5900,2023-09-16,Software,Low,Resolved,61.5,Agent E,3.0
T5901,2024-06-05,Security,Low,Resolved,59.7,Agent A,2.0
T5902,2023-10-10,Hardware,High,Resolved,5.5,Agent B,1.0
T5903,2023-08-01,Email,High,Resolved,3.3,Agent C,1.0
T5904,2024-05-27,Access,High,Resolved,4.1,Agent D,4.0
T5905,2023-12-18,Access,Medium,Resolved,0.5,Agent A,3.0
T5906,2024-01-10,Email,Critical,Open,2.6,Agent B,
T5907,2023-11-14,Security,High,Resolved,9.0,Agent A,3.0
T5908,2023-09-22,Access,Low,Resolved,48.6,Agent A,1.0
T5909,2023-11-15,Software,Low,Open,46.2,Agent A,
T5910,2023-10-10,Network,High,Open,10.2,Agent E,
T5911,2024-04-16,Email,Critical,Escalated,1.6,Agent E,
T5912,2024-06-30,Email,Medium,Resolved,20.9,Agent B,5.0
T5913,2023-07-13,Access,High,Resolved,5.7,Agent C,5.0
T5914,2024-06-02,Email,Medium,Resolved,14.7,Agent E,1.0
T5915,2023-08-19,Software,Low,Resolved,55.3,Agent E,1.0
T5916,2023-11-10,Software,Low,Resolved,44.7,Agent C,5.0
T5917,2023-12-07,Hardware,Critical,Resolved,0.9,Agent E,2.0
T5918,2023-10-15,Access,Medium,Resolved,15.4,Agent E,4.0
T5919,2023-11-17,Email,Critical,Resolved,1.6,Agent C,3.0
T5920,2023-12-28,Access,Low,Resolved,13.4,Agent D,4.0
T5921,2023-10-27,Network,Medium,Resolved,31.0,Agent C,4.0
T5922,2024-04-08,Security,High,Resolved,9.9,Agent A,5.0
T5923,2024-05-21,Network,Medium,Open,35.9,Agent D,
T5924,2024-03-22,Security,High,Resolved,4.1,Agent A,5.0
T5925,2023-12-25,Network,Low,Resolved,69.5,Agent D,3.0
T5926,2024-01-02,Hardware,Critical,Escalated,2.2,Agent E,
T5927,2023-07-09,Security,High,Resolved,10.6,Agent B,1.0
T5928,2023-07-02,Network,High,Resolved,4.1,Agent B,5.0
T5929,2024-04-23,Access,Low,Resolved,21.0,Agent C,5.0
T5930,2023-07-31,Access,Low,Resolved,35.1,Agent C,5.0
T5931,2023-11-22,Access,Critical,Resolved,1.7,Agent B,1.0
T5932,2023-08-08,Network,Medium,Escalated,25.5,Agent B,
T5933,2024-01-02,Security,Medium,Resolved,21.2,Agent A,3.0
T5934,2023-12-19,Security,Medium,Resolved,32.4,Agent B,5.0
T5935,2023-09-20,Hardware,Critical,Resolved,2.9,Agent B,3.0
T5936,2024-04-14,Network,Low,Resolved,24.8,Agent C,5.0
T5937,2023-12-11,Access,Critical,Escalated,0.9,Agent C,
T5938,2023-11-07,Hardware,Critical,Resolved,1.8,Agent D,1.0
T5939,2024-04-28,Hardware,High,Resolved,6.8,Agent C,5.0
T5940,2023-12-01,Network,Medium,Resolved,20.7,Agent E,5.0
T5941,2023-08-11,Security,Medium,Resolved,11.6,Agent E,5.0
T5942,2023-12-22,Security,Medium,Resolved,11.7,Agent B,3.0
T5943,2024-03-09,Security,Medium,Resolved,25.0,Agent E,3.0
T5944,2023-07-02,Email,High,Resolved,2.8,Agent E,5.0
T5945,2024-03-25,Network,Low,Resolved,46.9,Agent A,2.0
T5946,2023-12-29,Software,Medium,Resolved,24.9,Agent D,3.0
T5947,2023-12-13,Network,Low,Open,59.3,Agent A,
T5948,2023-11-05,Network,Critical,Resolved,1.2,Agent D,3.0
T5949,2024-04-08,Software,High,Resolved,5.9,Agent D,5.0
T5950,2023-12-12,Security,Low,Resolved,80.3,Agent E,3.0
T5951,2023-10-06,Network,High,Resolved,0.8,Agent D,3.0
T5952,2023-09-23,Access,Low,Resolved,57.8,Agent D,4.0
T5953,2023-10-28,Access,Medium,Resolved,24.0,Agent B,3.0
T5954,2024-03-30,Email,Critical,Resolved,3.6,Agent D,5.0
T5955,2024-05-08,Software,Low,Escalated,47.0,Agent D,
T5956,2024-02-28,Hardware,High,Resolved,10.2,Agent B,2.0
T5957,2024-06-05,Security,Low,Resolved,8.0,Agent A,3.0
T5958,2024-05-14,Software,High,Resolved,8.4,Agent D,3.0
T5959,2023-08-09,Email,Critical,Resolved,1.7,Agent C,1.0
T5960,2024-03-20,Email,High,Escalated,9.7,Agent B,
T5961,2023-12-24,Hardware,Critical,Resolved,2.8,Agent C,3.0
T5962,2023-07-09,Email,Medium,Resolved,22.4,Agent D,3.0
T5963,2023-10-07,Network,High,Resolved,6.8,Agent E,3.0
T5964,2023-08-09,Email,High,Resolved,11.2,Agent A,5.0
T5965,2023-07-02,Email,High,Open,10.1,Agent C,
T5966,2024-01-13,Security,High,Resolved,3.9,Agent A,1.0
T5967,2024-01-18,Network,Medium,Resolved,15.3,Agent C,2.0
T5968,2023-08-08,Software,Critical,Resolved,1.7,Agent B,1.0
T5969,2024-01-03,Security,Critical,Resolved,4.4,Agent C,2.0
T5970,2023-12-17,Software,Medium,Resolved,24.2,Agent D,5.0
T5971,2023-11-24,Software,High,Resolved,11.5,Agent A,5.0
T5972,2024-02-16,Hardware,Critical,Resolved,1.7,Agent C,1.0
T5973,2024-06-23,Security,Critical,Resolved,2.5,Agent D,1.0
T5974,2024-06-19,Email,Critical,Resolved,0.8,Agent E,4.0
T5975,2023-10-29,Software,Low,Resolved,46.8,Agent B,3.0
T5976,2023-12-05,Network,Medium,Resolved,14.4,Agent B,1.0
T5977,2023-09-21,Security,High,Resolved,12.3,Agent E,3.0
T5978,2023-07-05,Software,Critical,Resolved,2.2,Agent A,3.0
T5979,2024-02-29,Software,High,Resolved,4.6,Agent B,2.0
T5980,2024-03-25,Email,Medium,Resolved,27.3,Agent C,4.0
T5981,2023-12-02,Email,Medium,Resolved,25.6,Agent C,5.0
T5982,2024-02-02,Access,Critical,Resolved,2.3,Agent B,1.0
T5983,2023-10-05,Hardware,Low,Resolved,64.8,Agent E,1.0
T5984,2023-09-25,Hardware,Medium,Resolved,35.8,Agent A,4.0
T5985,2024-06-12,Software,Low,Resolved,59.4,Agent B,5.0
T5986,2023-08-30,Access,Low,Open,53.9,Agent D,
T5987,2024-06-23,Email,Medium,Open,32.0,Agent B,
T5988,2024-06-05,Network,High,Resolved,4.1,Agent B,4.0
T5989,2024-06-13,Network,High,Resolved,13.8,Agent A,1.0
T5990,2023-07-25,Hardware,Low,Resolved,39.2,Agent C,2.0
T5991,2023-07-26,Security,High,Resolved,12.0,Agent A,3.0
T5992,2024-03-08,Software,Critical,Resolved,3.2,Agent C,2.0
T5993,2023-11-06,Email,Low,Resolved,32.4,Agent C,4.0
T5994,2024-02-02,Software,High,Resolved,9.1,Agent E,2.0
T5995,2024-02-26,Access,Medium,Resolved,23.4,Agent E,3.0
T5996,2023-08-04,Access,Critical,Resolved,2.7,Agent D,5.0
T5997,2024-06-29,Software,Medium,Resolved,17.7,Agent E,1.0
T5998,2023-10-27,Software,Medium,Resolved,12.3,Agent D,4.0
T5999,2024-02-26,Hardware,Medium,Resolved,18.2,Agent D,1.0
T6000,2023-11-22,Network,Critical,Resolved,1.4,Agent E,1.0
T6001,2024-04-20,Access,Low,Resolved,45.4,Agent C,4.0
T6002,2023-09-28,Access,Medium,Resolved,15.5,Agent D,4.0
T6003,2023-10-24,Security,Critical,Resolved,1.0,Agent B,2.0
T6004,2023-07-25,Access,Medium,Resolved,32.0,Agent E,5.0
T6005,2023-09-10,Software,Medium,Resolved,16.4,Agent B,2.0
T6006,2024-06-19,Network,Low,Resolved,64.6,Agent C,4.0
T6007,2024-01-08,Security,Low,Resolved,59.8,Agent D,2.0
T6008,2024-02-01,Email,Medium,Resolved,18.1,Agent A,3.0
T6009,2023-07-11,Network,High,Resolved,10.7,Agent B,5.0
T6010,2024-04-20,Email,Medium,Resolved,24.0,Agent B,2.0
T6011,2024-05-18,Network,Low,Resolved,57.2,Agent D,1.0
T6012,2024-01-09,Access,Critical,Open,2.0,Agent D,
T6013,2024-03-24,Software,Low,Resolved,15.7,Agent B,1.0
T6014,2023-08-23,Email,Medium,Resolved,21.9,Agent D,4.0
T6015,2023-08-10,Access,High,Resolved,8.7,Agent B,5.0
T6016,2023-10-23,Security,Medium,Resolved,20.4,Agent E,2.0
T6017,2023-10-31,Email,Medium,Resolved,12.4,Agent E,3.0
T6018,2024-04-18,Access,Low,Resolved,35.0,Agent B,3.0
T6019,2024-02-02,Access,Low,Open,23.1,Agent E,
T6020,2024-01-26,Hardware,Critical,Resolved,1.4,Agent C,4.0
T6021,2023-10-18,Security,Medium,Open,20.5,Agent B,
T6022,2023-07-10,Security,High,Resolved,9.6,Agent D,3.0
T6023,2024-01-25,Hardware,Medium,Resolved,26.2,Agent B,2.0
T6024,2024-03-05,Network,Low,Resolved,42.7,Agent E,4.0
T6025,2024-06-03,Hardware,Medium,Resolved,27.2,Agent A,3.0
T6026,2024-05-02,Network,High,Open,6.5,Agent C,
T6027,2023-07-18,Access,Medium,Resolved,22.1,Agent C,2.0
T6028,2023-09-08,Access,Medium,Resolved,30.1,Agent D,4.0
T6029,2023-11-13,Hardware,Medium,Open,6.1,Agent A,
T6030,2023-11-12,Network,Low,Resolved,43.6,Agent D,3.0
T6031,2024-02-11,Hardware,Medium,Resolved,24.8,Agent A,3.0
T6032,2024-02-29,Network,Critical,Resolved,0.9,Agent E,5.0
T6033,2023-08-04,Access,Medium,Resolved,31.3,Agent A,1.0
T6034,2024-02-28,Email,Critical,Resolved,2.1,Agent E,4.0
T6035,2024-06-30,Email,Critical,Resolved,1.5,Agent D,4.0
T6036,2024-03-31,Access,Medium,Resolved,28.1,Agent E,1.0
T6037,2023-09-10,Software,Critical,Escalated,2.3,Agent B,
T6038,2024-01-27,Email,Low,Resolved,44.3,Agent C,4.0
T6039,2023-12-19,Access,Low,Resolved,50.2,Agent D,4.0
T6040,2024-05-23,Security,Medium,Open,47.5,Agent D,
T6041,2024-04-21,Software,High,Resolved,5.0,Agent B,1.0
T6042,2024-04-05,Software,Critical,Resolved,2.5,Agent C,2.0
T6043,2023-07-11,Hardware,Critical,Resolved,1.4,Agent C,3.0
T6044,2024-02-03,Email,Medium,Resolved,29.3,Agent B,3.0
T6045,2023-07-08,Hardware,Low,Resolved,34.3,Agent C,5.0
T6046,2024-04-18,Network,Medium,Resolved,24.7,Agent A,2.0
T6047,2023-11-17,Network,Low,Resolved,29.2,Agent C,5.0
T6048,2024-04-26,Security,Medium,Resolved,17.1,Agent E,4.0
T6049,2024-06-11,Security,Critical,Open,2.2,Agent A,
T6050,2024-05-02,Email,Critical,Resolved,1.7,Agent D,4.0
T6051,2024-04-24,Access,Low,Resolved,55.0,Agent B,4.0
T6052,2024-03-13,Access,Medium,Resolved,18.5,Agent D,4.0
T6053,2024-01-05,Access,High,Open,5.3,Agent E,
T6054,2023-09-20,Hardware,Critical,Resolved,1.4,Agent B,1.0
T6055,2023-07-08,Software,Critical,Resolved,2.1,Agent E,4.0
T6056,2023-09-01,Network,High,Resolved,7.3,Agent E,1.0
T6057,2024-01-31,Software,Critical,Resolved,2.4,Agent C,2.0
T6058,2024-01-06,Software,Low,Resolved,63.7,Agent D,5.0
T6059,2024-05-20,Hardware,Low,Resolved,87.1,Agent C,4.0
T6060,2023-11-22,Email,Critical,Resolved,2.9,Agent A,4.0
T6061,2024-03-31,Hardware,Low,Resolved,80.2,Agent E,5.0
T6062,2023-10-09,Security,Low,Resolved,59.4,Agent C,2.0
T6063,2023-07-11,Software,Critical,Resolved,0.9,Agent A,1.0
T6064,2024-05-17,Software,Medium,Resolved,22.8,Agent A,1.0
T6065,2024-02-04,Email,Medium,Resolved,18.9,Agent A,5.0
T6066,2023-09-16,Software,High,Open,7.6,Agent D,
T6067,2024-03-10,Access,High,Resolved,5.0,Agent C,5.0
T6068,2024-04-15,Hardware,Low,Resolved,39.7,Agent D,5.0
T6069,2023-12-20,Network,Low,Open,33.4,Agent A,
T6070,2023-08-04,Access,Low,Resolved,17.5,Agent B,3.0
T6071,2024-01-17,Email,High,Resolved,17.3,Agent C,2.0
T6072,2023-08-31,Software,Critical,Resolved,0.5,Agent D,5.0
T6073,2024-06-21,Email,High,Resolved,10.2,Agent C,1.0
T6074,2024-05-28,Security,Low,Resolved,71.1,Agent E,5.0
T6075,2024-04-04,Access,High,Resolved,11.4,Agent A,1.0
T6076,2024-06-17,Network,High,Resolved,11.4,Agent C,2.0
T6077,2024-03-04,Software,Critical,Open,1.8,Agent E,
T6078,2024-06-14,Network,Medium,Escalated,22.0,Agent D,
T6079,2023-07-20,Network,Medium,Resolved,9.5,Agent E,2.0
T6080,2023-11-23,Security,Medium,Resolved,33.6,Agent E,3.0
T6081,2024-05-22,Hardware,Low,Resolved,53.6,Agent B,3.0
T6082,2023-12-07,Network,High,Resolved,9.4,Agent B,3.0
T6083,2023-09-15,Access,Critical,Resolved,2.6,Agent A,3.0
T6084,2024-01-10,Network,Low,Resolved,65.9,Agent E,2.0
T6085,2024-03-12,Security,Critical,Resolved,1.4,Agent B,2.0
T6086,2023-10-03,Access,Critical,Resolved,2.7,Agent B,4.0
T6087,2024-05-13,Network,High,Resolved,5.9,Agent E,5.0
T6088,2023-10-01,Access,Critical,Resolved,2.2,Agent B,3.0
T6089,2024-03-24,Email,High,Escalated,6.9,Agent D,
T6090,2024-04-02,Hardware,Low,Resolved,50.2,Agent A,5.0
T6091,2023-11-17,Security,Medium,Open,15.2,Agent C,
T6092,2023-08-06,Access,Critical,Resolved,1.3,Agent E,5.0
T6093,2024-04-12,Network,Medium,Open,24.1,Agent B,
T6094,2024-03-05,Software,Low,Resolved,54.2,Agent E,1.0
T6095,2024-01-09,Email,Medium,Resolved,9.5,Agent A,3.0
T6096,2023-10-10,Email,Medium,Resolved,42.0,Agent E,2.0
T6097,2023-10-13,Software,High,Escalated,9.2,Agent C,
T6098,2024-05-07,Network,Low,Resolved,32.1,Agent D,5.0
T6099,2023-08-19,Hardware,Critical,Resolved,2.3,Agent D,3.0
T6100,2024-04-26,Hardware,Critical,Open,1.8,Agent D,
T6101,2023-08-27,Hardware,Low,Escalated,49.9,Agent B,
T6102,2023-10-13,Access,High,Resolved,10.1,Agent E,1.0
T6103,2023-12-08,Hardware,Critical,Resolved,2.4,Agent E,4.0
T6104,2024-03-02,Security,Low,Resolved,70.1,Agent C,1.0
T6105,2023-07-19,Software,Low,Resolved,38.8,Agent A,4.0
T6106,2023-11-29,Hardware,Low,Resolved,74.5,Agent E,1.0
T6107,2024-02-27,Security,Critical,Resolved,1.9,Agent D,4.0
T6108,2024-01-01,Software,Critical,Resolved,1.6,Agent D,4.0
T6109,2024-06-08,Software,Medium,Resolved,28.6,Agent E,3.0
T6110,2023-09-17,Security,High,Resolved,0.5,Agent B,3.0
T6111,2023-08-17,Network,High,Resolved,5.7,Agent E,4.0
T6112,2023-12-14,Network,Low,Resolved,33.4,Agent C,2.0
T6113,2024-05-26,Security,High,Resolved,12.9,Agent D,4.0
T6114,2024-03-20,Email,Critical,Resolved,2.3,Agent D,1.0
T6115,2024-03-14,Email,High,Open,5.2,Agent E,
T6116,2024-03-04,Software,Low,Resolved,42.2,Agent B,3.0
T6117,2023-12-10,Software,Medium,Resolved,20.8,Agent C,3.0
T6118,2024-03-14,Software,High,Escalated,8.2,Agent D,
T6119,2024-06-14,Access,Low,Resolved,40.0,Agent B,3.0
T6120,2023-09-29,Hardware,Medium,Resolved,14.1,Agent A,4.0
T6121,2023-07-19,Access,Low,Resolved,92.7,Agent D,2.0
T6122,2023-07-23,Security,Critical,Resolved,1.3,Agent A,2.0
T6123,2023-11-17,Access,Medium,Open,25.0,Agent A,
T6124,2024-02-22,Email,Critical,Resolved,0.9,Agent C,1.0
T6125,2024-04-07,Security,Critical,Resolved,2.0,Agent A,2.0
T6126,2023-07-23,Security,Low,Resolved,25.5,Agent E,1.0
T6127,2023-08-25,Access,Medium,Resolved,20.0,Agent A,3.0
T6128,2024-05-05,Hardware,Low,Open,40.9,Agent D,
T6129,2023-10-11,Access,Critical,Escalated,1.1,Agent A,
T6130,2024-04-27,Email,Critical,Resolved,3.1,Agent A,1.0
T6131,2023-12-18,Access,High,Resolved,7.6,Agent A,4.0
T6132,2024-06-26,Access,Critical,Resolved,2.5,Agent A,5.0
T6133,2024-04-29,Access,Low,Resolved,73.7,Agent D,2.0
T6134,2023-12-15,Email,Low,Resolved,49.5,Agent E,3.0
T6135,2024-01-14,Access,High,Resolved,8.9,Agent D,3.0
T6136,2024-03-24,Security,High,Resolved,4.7,Agent A,3.0
T6137,2024-02-15,Access,Medium,Resolved,34.1,Agent D,2.0
T6138,2023-12-05,Access,Low,Resolved,35.0,Agent E,5.0
T6139,2024-06-13,Email,Low,Resolved,75.3,Agent E,3.0
T6140,2023-08-26,Software,Critical,Open,0.5,Agent E,
T6141,2024-05-23,Security,Low,Resolved,42.1,Agent E,3.0
T6142,2023-08-01,Security,Medium,Resolved,27.3,Agent D,3.0
T6143,2023-12-05,Network,Low,Resolved,63.5,Agent A,4.0
T6144,2024-02-23,Software,High,Resolved,9.5,Agent A,4.0
T6145,2023-08-25,Software,Low,Open,26.8,Agent B,
T6146,2024-02-28,Network,Medium,Resolved,32.0,Agent B,5.0
T6147,2023-11-02,Security,High,Resolved,8.4,Agent B,1.0
T6148,2023-09-23,Hardware,Medium,Resolved,0.5,Agent D,2.0
T6149,2024-05-19,Network,Medium,Resolved,26.0,Agent B,2.0
T6150,2023-10-27,Email,High,Open,0.5,Agent A,
T6151,2024-01-04,Email,High,Resolved,12.9,Agent A,3.0
T6152,2023-11-12,Hardware,Medium,Open,41.2,Agent A,
T6153,2023-07-20,Access,Low,Resolved,23.9,Agent A,2.0
T6154,2024-04-05,Software,Critical,Resolved,2.4,Agent C,3.0
T6155,2023-09-11,Email,Low,Resolved,51.6,Agent A,4.0
T6156,2024-05-06,Access,Medium,Resolved,11.4,Agent A,4.0
T6157,2023-07-12,Software,Medium,Resolved,37.2,Agent B,3.0
T6158,2024-01-31,Hardware,Low,Open,49.6,Agent C,
T6159,2023-09-11,Hardware,Medium,Resolved,34.0,Agent E,5.0
T6160,2024-02-11,Network,Medium,Open,37.7,Agent C,
T6161,2024-01-10,Security,Critical,Resolved,2.3,Agent E,3.0
T6162,2023-10-27,Access,High,Resolved,11.9,Agent E,4.0
T6163,2024-06-21,Email,Medium,Resolved,24.5,Agent C,2.0
T6164,2024-04-27,Software,Medium,Resolved,32.3,Agent A,3.0
T6165,2023-11-07,Security,Low,Resolved,46.6,Agent C,2.0
T6166,2024-03-27,Hardware,High,Resolved,10.1,Agent C,5.0
T6167,2024-03-08,Security,Critical,Resolved,1.0,Agent E,4.0
T6168,2023-12-05,Software,Critical,Resolved,1.7,Agent C,4.0
T6169,2023-07-20,Access,Medium,Resolved,23.9,Agent A,5.0
T6170,2023-08-25,Hardware,Low,Open,51.1,Agent D,
T6171,2024-04-26,Hardware,Medium,Resolved,19.8,Agent A,4.0
T6172,2023-10-30,Access,Critical,Resolved,1.4,Agent D,4.0
T6173,2023-08-31,Network,Medium,Resolved,33.4,Agent D,3.0
T6174,2024-06-07,Security,High,Resolved,7.9,Agent E,5.0
T6175,2023-09-24,Network,Medium,Open,15.2,Agent A,
T6176,2023-11-18,Network,Critical,Resolved,1.9,Agent A,1.0
T6177,2024-05-04,Software,Critical,Resolved,1.7,Agent C,4.0
T6178,2024-01-01,Software,Critical,Resolved,1.4,Agent E,2.0
T6179,2024-05-02,Hardware,Low,Resolved,51.0,Agent E,4.0
T6180,2023-07-08,Access,Critical,Resolved,2.8,Agent C,2.0
T6181,2023-09-13,Access,Low,Resolved,44.5,Agent B,5.0
T6182,2023-12-26,Email,Critical,Resolved,2.2,Agent A,1.0
T6183,2024-05-29,Access,Critical,Open,2.6,Agent C,
T6184,2024-05-16,Access,Low,Resolved,43.4,Agent A,4.0
T6185,2024-04-29,Access,Medium,Resolved,25.6,Agent E,5.0
T6186,2024-04-19,Software,High,Resolved,7.7,Agent D,1.0
T6187,2024-04-13,Network,Critical,Resolved,2.0,Agent E,5.0
T6188,2024-06-02,Software,Medium,Open,28.1,Agent E,
T6189,2023-08-21,Hardware,Critical,Resolved,2.7,Agent A,3.0
T6190,2023-12-21,Network,Critical,Resolved,1.1,Agent B,2.0
T6191,2023-12-25,Access,Low,Resolved,54.8,Agent D,1.0
T6192,2024-05-07,Security,Medium,Resolved,14.6,Agent A,3.0
T6193,2024-03-13,Hardware,Medium,Resolved,34.5,Agent B,2.0
T6194,2024-01-15,Access,High,Resolved,3.6,Agent D,2.0
T6195,2023-08-15,Security,Critical,Resolved,1.6,Agent A,5.0
T6196,2024-05-24,Software,Low,Resolved,31.7,Agent A,4.0
T6197,2024-01-17,Email,Critical,Resolved,2.6,Agent D,3.0
T6198,2023-10-11,Security,High,Resolved,2.9,Agent B,5.0
T6199,2024-05-12,Software,Critical,Resolved,1.3,Agent D,4.0
